CustomerID,Recency,Frequency,Monetary,F_Score,R_Score,M_Score,RFM_Score,Segment,Churned_x,Churned_y,Churned,Cluster,Customer_Segment
12400,414,1,205.25,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
12401,303,1,84.3,1,2,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12402,323,6,1256.9,4,2,4,3.333333333333333,At Risk,1,1,1,1,Lost Customers
12403,50,2,1019.36,2,4,3,3.0,At Risk,0,0,0,0,Potential Loyalists
12404,682,1,63.24,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
12405,149,1,1710.39,1,3,4,2.6666666666666665,Hibernating,1,1,1,0,Potential Loyalists
12406,22,5,6390.36,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12407,50,5,1708.12,4,4,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12408,33,8,4340.77,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12409,79,7,23419.29,4,3,5,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12410,309,3,1013.71,3,2,3,2.6666666666666665,Hibernating,1,1,1,1,Lost Customers
12411,410,1,346.9,1,2,2,1.6666666666666667,Lost,1,1,1,1,Lost Customers
12412,75,6,2596.93,4,3,4,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
12413,67,4,999.45,3,3,3,3.0,At Risk,0,0,0,0,Potential Loyalists
12414,217,6,952.41,4,2,3,3.0,At Risk,1,1,1,0,Potential Loyalists
12415,24,28,144458.37,5,4,5,4.666666666666667,Champions,0,0,0,3,Loyal Customers
12416,657,1,202.56,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
12417,3,20,6797.41,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
12418,113,4,2021.2,3,3,4,3.333333333333333,At Risk,1,1,1,0,Potential Loyalists
12419,386,2,503.01,2,2,2,2.0,Hibernating,1,1,1,1,Lost Customers
12420,64,1,600.39,1,3,2,2.0,Hibernating,0,0,0,0,Potential Loyalists
12421,16,6,1098.6,4,5,3,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12422,96,17,5231.8,5,3,5,4.333333333333333,Loyal Customers,1,1,1,0,Potential Loyalists
12423,1,10,2622.39,5,5,4,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12424,163,4,3340.03,3,3,5,3.6666666666666665,Potential Loyalists,1,1,1,0,Potential Loyalists
12425,78,2,1741.41,2,3,4,3.0,At Risk,0,0,0,0,Potential Loyalists
12426,195,2,1345.21,2,2,4,2.6666666666666665,Hibernating,1,1,1,0,Potential Loyalists
12427,22,3,825.8,3,4,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
12428,26,9,7956.46,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12429,9,8,6204.41,4,5,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12430,43,1,256.4,1,4,1,2.0,Hibernating,0,0,0,0,Potential Loyalists
12431,36,27,10432.22,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12432,43,5,5059.32,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12433,1,10,16794.14,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
12434,85,3,1103.43,3,3,3,3.0,At Risk,0,0,0,0,Potential Loyalists
12435,80,6,13925.93,4,3,5,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12436,100,1,509.01,1,3,2,2.0,Hibernating,1,1,1,0,Potential Loyalists
12437,2,39,12683.4,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
12438,14,2,2906.85,2,5,4,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
12439,683,2,1142.88,2,1,3,2.0,Hibernating,1,1,1,1,Lost Customers
12440,462,2,859.2,2,1,3,2.0,Hibernating,1,1,1,1,Lost Customers
12441,367,1,173.55,1,2,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12442,3,1,172.06,1,5,1,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
12443,732,1,485.31,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12444,21,5,5005.46,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12445,22,2,434.98,2,4,2,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
12446,58,1,1002.31,1,4,3,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
12447,243,1,476.49,1,2,2,1.6666666666666667,Lost,1,1,1,0,Potential Loyalists
12448,44,1,449.45,1,4,2,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
12449,22,6,4835.89,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12450,156,5,688.2,4,3,3,3.333333333333333,At Risk,1,1,1,0,Potential Loyalists
12451,11,8,12669.88,4,5,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12452,17,2,430.57,2,5,2,3.0,At Risk,0,0,0,0,Potential Loyalists
12453,134,1,707.09,1,3,3,2.333333333333333,Hibernating,1,1,1,0,Potential Loyalists
12454,56,5,16679.78,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12455,73,10,5879.95,5,3,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12456,44,3,3181.04,3,4,5,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12457,66,8,2995.91,4,3,5,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12458,71,4,1777.49,3,3,4,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
12459,605,1,454.36,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12460,456,1,326.65,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12461,94,2,826.88,2,3,3,2.6666666666666665,Hibernating,1,1,1,0,Potential Loyalists
12462,19,2,1189.59,2,5,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
12463,53,4,1344.78,3,4,4,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
12464,10,8,1212.05,4,5,3,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12465,17,2,742.1899999999999,2,5,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
12466,682,1,56.73,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
12467,423,1,132.8,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
12468,188,5,3670.74,4,3,5,4.0,Loyal Customers,1,1,1,0,Potential Loyalists
12469,523,2,3070.54,2,1,5,2.6666666666666665,Hibernating,1,1,1,1,Lost Customers
12470,690,1,211.95,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
12471,2,79,39918.19,5,5,5,5.0,Champions,0,0,0,3,Loyal Customers
12472,32,19,16249.29,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12473,29,5,3928.05,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12474,17,31,12372.75,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
12475,54,2,1149.64,2,4,3,3.0,At Risk,0,0,0,0,Potential Loyalists
12476,16,23,14083.91,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
12477,23,9,20276.37,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12478,4,1,680.99,1,5,3,3.0,At Risk,0,0,0,0,Potential Loyalists
12479,11,1,527.2,1,5,2,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
12480,28,7,5464.85,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12481,23,15,12185.51,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12482,576,29,23691.4,5,1,5,3.6666666666666665,Potential Loyalists,1,1,1,1,Lost Customers
12483,17,19,5097.18,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
12484,33,12,6354.1,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12485,529,1,708.1,1,1,3,1.6666666666666667,Lost,1,1,1,1,Lost Customers
12486,432,1,1037.28,1,1,3,1.6666666666666667,Lost,1,1,1,1,Lost Customers
12487,731,1,285.29999999999995,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
12488,10,3,1298.66,3,5,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12489,336,1,334.93,1,2,2,1.6666666666666667,Lost,1,1,1,1,Lost Customers
12490,5,21,9823.64,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
12491,39,1,460.4,1,4,2,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
12492,63,3,715.21,3,3,3,3.0,At Risk,0,0,0,0,Potential Loyalists
12493,166,2,433.74,2,3,2,2.333333333333333,Hibernating,1,1,1,0,Potential Loyalists
12494,16,9,1815.27,5,5,4,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12495,641,1,357.4,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12496,620,2,45.34,2,1,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12497,82,3,6248.5,3,3,5,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
12498,21,3,403.7000000000001,3,4,2,3.0,At Risk,0,0,0,0,Potential Loyalists
12499,560,1,393.72,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12500,23,19,5955.21,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12501,337,1,2169.39,1,2,4,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
12502,96,5,3723.87,4,3,5,4.0,Loyal Customers,1,1,1,0,Potential Loyalists
12503,584,1,1126.0,1,1,3,1.6666666666666667,Lost,1,1,1,1,Lost Customers
12504,18,4,779.05,3,5,3,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
12505,409,1,955.2,1,2,3,2.0,Hibernating,1,1,1,1,Lost Customers
12506,233,1,73.5,1,2,1,1.3333333333333333,Lost,1,1,1,0,Potential Loyalists
12507,134,4,1844.06,3,3,4,3.333333333333333,At Risk,1,1,1,0,Potential Loyalists
12508,26,2,397.88,2,4,2,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
12509,284,1,176.5,1,2,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12510,143,9,5178.02,5,3,5,4.333333333333333,Loyal Customers,1,1,1,0,Potential Loyalists
12511,429,1,3084.02,1,1,5,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
12512,66,2,132.18,2,3,1,2.0,Hibernating,0,0,0,0,Potential Loyalists
12513,113,1,612.29,1,3,3,2.333333333333333,Hibernating,1,1,1,0,Potential Loyalists
12514,267,2,1597.76,2,2,4,2.6666666666666665,Hibernating,1,1,1,1,Lost Customers
12515,353,1,383.7,1,2,2,1.6666666666666667,Lost,1,1,1,1,Lost Customers
12516,78,4,2648.62,3,3,4,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
12517,28,5,2481.6,4,4,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12518,1,5,2056.89,4,5,4,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12519,64,2,716.54,2,3,3,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
12520,79,5,2634.26,4,3,4,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
12521,143,1,599.68,1,3,2,2.0,Hibernating,1,1,1,0,Potential Loyalists
12522,39,2,192.72,2,4,1,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
12523,19,23,4352.35,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
12524,9,17,11126.11,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
12525,498,3,973.73,3,1,3,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
12526,1,3,1316.66,3,5,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12527,82,5,735.51,4,3,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
12528,9,6,1933.48,4,5,4,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12529,528,1,316.48,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12530,60,9,3759.26,5,3,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12531,15,2,1933.2,2,5,4,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
12532,30,1,349.83000000000004,1,4,2,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
12533,628,2,1367.89,2,1,4,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
12534,131,1,1089.18,1,3,3,2.333333333333333,Hibernating,1,1,1,0,Potential Loyalists
12535,92,2,716.35,2,3,3,2.6666666666666665,Hibernating,1,1,1,0,Potential Loyalists
12536,43,3,12601.830000000002,3,4,5,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12537,409,1,732.94,1,2,3,2.0,Hibernating,1,1,1,1,Lost Customers
12538,29,2,640.45,2,4,3,3.0,At Risk,0,0,0,0,Potential Loyalists
12539,22,7,11214.75,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12540,20,33,22254.49,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12541,30,3,981.18,3,4,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
12542,484,2,481.88,2,1,2,1.6666666666666667,Lost,1,1,1,1,Lost Customers
12543,448,1,980.25,1,1,3,1.6666666666666667,Lost,1,1,1,1,Lost Customers
12544,36,1,372.7,1,4,2,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
12545,75,2,1000.39,2,3,3,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
12546,47,2,1161.5,2,4,3,3.0,At Risk,0,0,0,0,Potential Loyalists
12547,198,3,383.58,3,2,2,2.333333333333333,Hibernating,1,1,1,0,Potential Loyalists
12548,166,1,95.2,1,3,1,1.6666666666666667,Lost,1,1,1,0,Potential Loyalists
12549,576,6,1575.68,4,1,4,3.0,At Risk,1,1,1,1,Lost Customers
12550,79,1,964.83,1,3,3,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
12551,358,1,168.0,1,2,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12552,39,2,437.82,2,4,2,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
12553,8,12,4608.75,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
12554,449,1,468.5,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12555,682,1,129.23,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
12556,50,2,599.56,2,4,2,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
12557,16,8,18096.14,4,5,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12558,8,1,269.96,1,5,1,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
12559,311,2,561.71,2,2,2,2.0,Hibernating,1,1,1,1,Lost Customers
12560,5,3,2134.01,3,5,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12561,303,1,238.85,1,2,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12562,8,9,4966.92,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
12563,409,1,249.24,1,2,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12564,261,1,456.9,1,2,2,1.6666666666666667,Lost,1,1,1,1,Lost Customers
12565,289,1,145.92,1,2,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12566,86,1,351.65,1,3,2,2.0,Hibernating,0,0,0,0,Potential Loyalists
12567,23,15,11767.48,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12568,645,1,70.0,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
12569,2,32,4124.69,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
12570,682,1,77.52,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
12571,40,2,519.61,2,4,2,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
12572,9,2,1020.42,2,5,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
12573,227,5,717.41,4,2,3,3.0,At Risk,1,1,1,0,Potential Loyalists
12574,316,1,218.45,1,2,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12575,457,2,622.8199999999999,2,1,3,2.0,Hibernating,1,1,1,1,Lost Customers
12576,36,8,2142.72,4,4,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12577,35,8,1617.1,4,4,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12578,21,4,4642.45,3,4,5,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12579,78,1,440.42,1,3,2,2.0,Hibernating,0,0,0,0,Potential Loyalists
12580,247,2,1052.9,2,2,3,2.333333333333333,Hibernating,1,1,1,0,Potential Loyalists
12581,40,1,197.71,1,4,1,2.0,Hibernating,0,0,0,0,Potential Loyalists
12582,239,4,1980.4,3,2,4,3.0,At Risk,1,1,1,0,Potential Loyalists
12583,3,27,13591.58,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
12584,4,9,2338.15,5,5,4,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12585,234,2,2040.1,2,2,4,2.6666666666666665,Hibernating,1,1,1,0,Potential Loyalists
12586,17,4,2062.67,3,5,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12587,8,1,144.0,1,5,1,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
12588,39,4,958.78,3,4,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
12589,29,8,4695.66,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12590,211,2,9864.26,2,2,5,3.0,At Risk,1,1,1,0,Potential Loyalists
12591,317,3,1338.95,3,2,4,3.0,At Risk,1,1,1,1,Lost Customers
12592,92,5,2582.66,4,3,4,3.6666666666666665,Potential Loyalists,1,1,1,0,Potential Loyalists
12593,109,3,418.1,3,3,2,2.6666666666666665,Hibernating,1,1,1,0,Potential Loyalists
12594,38,15,5090.110000000001,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12595,505,1,299.02,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
12596,51,2,618.27,2,4,3,3.0,At Risk,0,0,0,0,Potential Loyalists
12597,19,4,3811.22,3,5,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12598,10,11,4534.09,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
12599,29,13,2296.72,5,4,4,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12600,29,21,4967.42,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12601,190,6,681.26,4,2,3,3.0,At Risk,1,1,1,0,Potential Loyalists
12602,59,1,153.12,1,4,1,2.0,Hibernating,0,0,0,0,Potential Loyalists
12603,22,1,739.1999999999999,1,4,3,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
12604,79,2,254.18,2,3,1,2.0,Hibernating,0,0,0,0,Potential Loyalists
12605,376,4,1232.95,3,2,4,3.0,At Risk,1,1,1,1,Lost Customers
12606,682,1,21.0,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
12607,60,1,1579.51,1,3,4,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
12608,405,1,415.79,1,2,2,1.6666666666666667,Lost,1,1,1,1,Lost Customers
12609,78,9,3435.86,5,3,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12610,23,5,2099.54,4,4,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12611,52,1,1193.32,1,4,3,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
12612,74,1,704.0400000000001,1,3,3,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
12613,57,10,6817.37,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12614,278,1,315.6,1,2,2,1.6666666666666667,Lost,1,1,1,1,Lost Customers
12615,2,8,5740.98,4,5,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12616,95,3,1131.1,3,3,3,3.0,At Risk,1,1,1,0,Potential Loyalists
12617,29,1,352.98,1,4,2,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
12618,22,1,177.31,1,4,1,2.0,Hibernating,0,0,0,0,Potential Loyalists
12619,16,10,3781.38,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
12620,15,3,1339.41,3,5,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
12621,2,35,24311.2,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
12622,232,1,180.1,1,2,1,1.3333333333333333,Lost,1,1,1,0,Potential Loyalists
12623,276,7,3747.84,4,2,5,3.6666666666666665,Potential Loyalists,1,1,1,1,Lost Customers
12624,106,2,641.13,2,3,3,2.6666666666666665,Hibernating,1,1,1,0,Potential Loyalists
12625,212,4,5164.88,3,2,5,3.333333333333333,At Risk,1,1,1,0,Potential Loyalists
12626,23,9,6620.48,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12627,11,7,4478.53,4,5,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
12628,4,3,786.46,3,5,3,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
12629,386,2,1558.22,2,2,4,2.6666666666666665,Hibernating,1,1,1,1,Lost Customers
12630,10,2,1270.88,2,5,4,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
12631,57,6,3481.57,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12632,521,2,804.88,2,1,3,2.0,Hibernating,1,1,1,1,Lost Customers
12633,59,7,5678.16,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12634,536,2,490.0,2,1,2,1.6666666666666667,Lost,1,1,1,1,Lost Customers
12635,90,4,2930.41,3,3,5,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
12636,739,1,141.0,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
12637,67,12,8283.81,5,3,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
12638,33,2,921.49,2,4,3,3.0,At Risk,0,0,0,0,Potential Loyalists
12639,239,3,1312.37,3,2,4,3.0,At Risk,1,1,1,0,Potential Loyalists
12640,24,3,1174.58,3,4,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
12641,115,1,185.9,1,3,1,1.6666666666666667,Lost,1,1,1,0,Potential Loyalists
12642,25,3,1013.26,3,4,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
