CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,TotalQuantity,CLV,ChurnRisk
12507,134,3,434.41,31.0292857142857,13,229,1303.23,High
12508,26,2,395.98,5.91014925373134,56,261,791.96,Low
12509,284,1,158.5,26.4166666666667,6,54,158.5,Very High
12510,143,2,814.57,26.2764516129032,28,347,1629.14,High
12512,66,2,132.18,4.26387096774194,31,96,264.36,Medium
12513,113,1,558.29,16.4202941176471,34,459,558.29,High
12514,267,1,1017.68,19.9545098039216,51,440,1017.68,Very High
12515,353,1,278.7,18.58,15,128,278.7,Very High
12516,78,2,1082.38,47.06,18,724,2164.76,Medium
12517,28,4,2301.6,8.33913043478261,231,1351,9206.4,Low
12518,1,5,1840.89,15.4696638655462,83,1306,9204.45,Low
12519,64,1,276.84,17.3025,16,172,276.84,Medium
12520,79,5,2329.31,15.9541780821918,119,1422,11646.55,Medium
12521,143,1,530.73,14.7425,36,305,530.73,High
12522,39,2,152.72,16.9688888888889,9,92,305.44,Medium
12523,19,11,1657.82,16.5782,81,858,18236.02,Low
12524,9,8,3577.28,29.0835772357724,102,2597,28618.24,Low
12526,1,3,1172.66,17.245,63,624,3517.98,Low
12527,82,3,330.71,19.4535294117647,17,233,992.13,Medium
12528,9,6,1613.58,19.2092857142857,47,738,9681.48,Low
12530,60,4,1327.12,22.4935593220339,47,732,5308.48,Medium
12531,15,1,95.27,5.954375,16,44,95.27,Low
12532,30,1,313.83,20.922,15,151,313.83,Low
12534,131,1,962.23,15.774262295082,61,644,962.23,High
12535,92,2,716.35,21.0691176470588,28,219,1432.7,High
12536,59,1,4077.02,16.30808,250,2694,4077.02,Medium
12538,29,1,363.95,17.3309523809524,21,191,363.95,Low
12539,22,4,5061,19.4653846153846,149,2034,20244,Low
12540,20,17,11401.25,25.279933481153,270,6547,193821.25,Low
12541,30,3,841.18,17.1669387755102,45,675,2523.54,Low
12544,36,1,316.7,17.5944444444444,18,134,316.7,Medium
12545,75,2,832.39,17.3414583333333,41,517,1664.78,Medium
12546,47,2,1009.98,15.3027272727273,57,532,2019.96,Medium
12547,198,2,151.8,25.3,6,132,303.6,Very High
12548,166,1,67.2,16.8,4,48,67.2,High
12550,79,1,820.27,14.914,55,540,820.27,Medium
12551,358,1,168,16.8,10,100,168,Very High
12552,40,1,302.87,16.8261111111111,18,84,302.87,Medium
12553,8,10,3278.28,18.0125274725275,94,1942,32782.8,Low
12556,50,2,599.56,5.03831932773109,100,355,1199.12,Medium
12557,16,4,2501.34,119.111428571429,13,1358,10005.36,Low
12558,8,1,269.96,24.5418181818182,11,196,269.96,Low
12559,311,2,525.71,26.2855,20,281,1051.42,Very High
12560,5,2,1901.06,18.6378431372549,89,1097,3802.12,Low
12561,303,1,238.85,14.928125,16,177,238.85,Very High
12562,8,7,3250.14,20.5705063291139,95,1749,22750.98,Low
12564,261,1,352.05,19.5583333333333,18,127,352.05,Very High
12565,289,1,145.92,16.2133333333333,9,80,145.92,Very High
12566,86,1,297.65,16.5361111111111,18,262,297.65,Medium
12567,23,10,8191.69,19.1394626168224,313,4108,81916.9,Low
12569,2,32,3152.69,20.0808280254777,91,1747,100886.08,Low
12571,40,2,512.77,15.5384848484848,30,487,1025.54,Medium
12572,9,2,876.02,15.6432142857143,50,419,1752.04,Low
12573,227,1,160.54,5.73357142857143,26,84,160.54,Very High
12574,316,1,182.45,18.245,10,59,182.45,Very High
12576,36,5,1253.98,14.7527058823529,69,964,6269.9,Medium
12577,35,3,617.73,4.41235714285714,131,442,1853.19,Medium
12578,21,2,2342.71,21.1054954954955,109,1178,4685.42,Low
12579,78,1,386.42,13.8007142857143,28,282,386.42,Medium
12580,247,1,379.7,16.5086956521739,23,236,379.7,Very High
12581,40,1,179.71,12.8364285714286,14,160,179.71,Medium
12582,239,2,351.36,17.568,20,296,702.72,Very High
12583,3,15,6292.89,28.3463513513514,108,3877,94393.35,Low
12584,4,9,1914.2,22.7880952380952,39,392,17227.8,Low
12585,234,2,1624.06,19.8056097560976,74,1071,3248.12,Very High
12586,17,1,194.06,19.406,10,55,194.06,Low
12587,8,1,104,34.6666666666667,3,50,104,Low
12588,39,1,174.9,19.4333333333333,9,52,174.9,Medium
12589,29,2,544.78,17.024375,27,300,1089.56,Low
12590,211,1,8951.26,135.625151515152,66,3682,8951.26,Very High
12591,317,1,368.85,14.754,25,225,368.85,Very High
12592,92,2,401.6,25.1,10,288,803.2,High
12593,109,3,382.1,19.105,13,204,1146.3,High
12594,38,9,3208.22,28.1422807017544,49,1772,28873.98,Medium
12596,51,2,446.91,18.62125,23,444,893.82,Medium
12597,19,4,3067.99,15.9791145833333,173,2111,12271.96,Low
12598,10,7,2772.88,22.7285245901639,80,1772,19410.16,Low
12599,29,7,888.58,16.156,31,948,6220.06,Low
12600,29,10,2311.04,42.797037037037,31,758,23110.4,Low
12601,190,5,447.11,20.3231818181818,19,239,2235.55,Very High
12602,59,1,153.12,12.76,12,162,153.12,Medium
12603,22,1,613.2,613.2,1,56,613.2,Low
12604,79,2,236.18,15.7453333333333,14,200,472.36,Medium
12607,60,1,1562.56,15.6256,100,1227,1562.56,Medium
12609,78,3,960.29,17.1480357142857,55,615,2880.87,Medium
12610,23,4,1664.79,17.1627835051546,80,1034,6659.16,Low
12611,52,1,1049.32,16.395625,64,646,1049.32,Medium
12612,74,1,668.04,37.1133333333333,18,260,668.04,Medium
12613,57,4,3080.2,20.9537414965986,121,1572,12320.8,Medium
12614,278,1,315.6,15.78,20,76,315.6,Very High
12615,2,4,2093.19,20.7246534653465,81,1365,8372.76,Low
12616,95,2,641.3,21.3766666666667,24,280,1282.6,High
12617,29,1,352.98,8.60926829268293,39,210,352.98,Low
12618,22,1,137.31,13.731,10,95,137.31,Low
12619,16,8,1962.36,27.6388732394366,43,1872,15698.88,Low
12620,15,3,1292.97,14.5277528089888,86,1127,3878.91,Low
12621,2,20,11723.4,27.0124423963134,249,6464,234468,Low
12622,232,1,162.1,16.21,10,68,162.1,Very High
12623,276,1,269.1,15.8294117647059,17,189,269.1,Very High
12624,106,2,569.13,15.8091666666667,35,351,1138.26,High
12625,212,2,2413.82,28.7359523809524,72,1597,4827.64,Very High
12626,23,9,5715.28,20.2669503546099,228,3400,51437.52,Low
12627,11,6,4046.02,18.391,158,2393,24276.12,Low
12628,4,3,732.46,19.2752631578947,33,445,2197.38,Low
12630,10,2,1013.93,16.6218032786885,58,541,2027.86,Low
12631,57,1,480.5,16.0166666666667,30,232,480.5,Medium
12633,59,4,1717.98,17.895625,71,949,6871.92,Medium
12635,90,2,1494.86,15.7353684210526,91,990,2989.72,Medium
12637,67,8,5707.49,15.1392307692308,202,2944,45659.92,Medium
12638,33,1,511.69,13.4655263157895,38,573,511.69,Medium
12639,239,1,351.15,17.5575,20,197,351.15,Very High
12640,24,3,960.68,19.6057142857143,45,299,2882.04,Low
12641,115,1,145.9,16.2111111111111,9,71,145.9,High
12642,25,3,888.31,20.6583720930233,37,545,2664.93,Low
12643,128,5,1625.4,108.36,9,900,8127,High
12644,130,1,477.91,15.4164516129032,31,325,477.91,High
12645,34,4,1631.18,23.6402898550725,57,1076,6524.72,Medium
12646,5,2,1346.97,29.9326666666667,43,897,2693.94,Low
12647,22,12,2944.42,28.3117307692308,74,1387,35333.04,Low
12648,155,1,300.05,15.0025,20,159,300.05,High
12649,107,3,531.77,22.1570833333333,22,333,1595.31,High
12650,3,1,227.32,14.2075,16,178,227.32,Low
12651,335,1,114,12.6666666666667,9,78,114,Very High
12652,331,1,759.04,16.8675555555556,45,472,759.04,Very High
12653,149,2,2209.85,51.3918604651163,37,919,4419.7,High
12654,11,5,529.98,15.5876470588235,30,260,2649.9,Low
12656,17,5,3534.42,30.208717948718,86,1694,17672.1,Low
12657,11,4,1217.18,28.9804761904762,33,532,4868.72,Low
12658,19,1,632.05,18.0585714285714,35,317,632.05,Low
12659,30,1,73.68,18.42,4,104,73.68,Low
12660,11,1,227.1,18.925,12,126,227.1,Low
12662,1,11,3501.23,16.0606880733945,126,1980,38513.53,Low
12664,8,9,4391.88,156.852857142857,9,1188,39526.92,Low
12665,325,1,45,22.5,2,36,45,Very High
12667,58,1,455.57,14.6958064516129,31,367,455.57,Medium
12668,12,4,3163.47,20.542012987013,111,1527,12653.88,Low
12669,151,2,1403.22,14.616875,94,1067,2806.44,High
12670,10,5,2744.05,31.5408045977012,57,1383,13720.25,Low
12672,330,1,225.9,22.59,10,78,225.9,Very High
12673,5,2,568.22,14.2055,40,319,1136.44,Low
12674,39,4,1562.36,21.112972972973,46,1042,6249.44,Medium
12676,25,6,1091.39,27.984358974359,32,664,6548.34,Low
12678,42,9,11678.26,79.9880821917808,98,8348,105104.34,Medium
12679,59,4,951.02,21.6140909090909,42,545,3804.08,Medium
12680,1,4,790.81,16.1389795918367,32,439,3163.24,Low
12681,15,22,12311.66,20.2828006589786,261,7165,270856.52,Low
12682,4,31,10633.18,21.5246558704453,208,5269,329628.58,Low
12683,4,14,7612.57,22.9987009063444,176,4934,106575.98,Low
12684,8,6,2017.23,21.0128125,58,1805,12103.38,Low
12685,28,6,2561.4,17.1906040268456,114,1435,15368.4,Low
12686,372,1,71.14,11.8566666666667,6,106,71.14,Very High
12688,114,1,4527.87,28.4771698113208,159,2759,4527.87,High
12689,26,2,1139.61,16.2801428571429,56,622,2279.22,Low
12690,206,1,335.01,22.334,15,103,335.01,Very High
12691,28,5,927.8,34.362962962963,20,388,4639,Low
12693,127,4,711.91,20.3402857142857,34,247,2847.64,High
12694,70,2,757.11,22.2679411764706,30,479,1514.22,Medium
12695,7,4,577.54,22.2130769230769,22,196,2310.16,Low
12697,29,3,757.59,19.9365789473684,36,503,2272.77,Low
12700,8,4,4505.05,17.3271153846154,189,2834,18020.2,Low
12701,80,2,676.33,14.7028260869565,44,588,1352.66,Medium
12702,20,1,201,18.2727272727273,11,52,201,Low
12703,71,1,265.55,13.2775,20,163,265.55,Medium
12704,7,8,1656.09,21.2319230769231,60,986,13248.72,Low
12705,15,8,6353.37,19.7924299065421,222,3734,50826.96,Low
12707,292,1,603.42,18.2854545454545,33,256,603.42,Very High
12708,30,10,2379.11,16.4076551724138,84,1288,23791.1,Low
12709,15,15,9395.48,46.7436815920398,91,3871,140932.2,Low
12710,97,3,1023.02,13.8245945945946,74,844,3069.06,High
12712,29,13,3903.13,32.7994117647059,56,1035,50740.69,Low
12713,1,1,794.55,21.4743243243243,37,505,794.55,Low
12714,9,5,4289.7,17.022619047619,213,3010,21448.5,Low
12715,106,1,263.36,13.8610526315789,19,190,263.36,High
12716,4,2,949.81,14.6124615384615,57,631,1899.62,Low
12717,151,2,786.47,15.4209803921569,46,477,1572.94,High
12718,71,1,197.69,11.6288235294118,17,177,197.69,Medium
12719,5,2,572.95,15.4851351351351,33,370,1145.9,Low
12720,3,25,5016.61,15.1102710843373,207,4275,125415.25,Low
12721,32,6,2324.84,15.4989333333333,128,1857,13949.04,Medium
12722,85,4,907.27,18.5157142857143,47,537,3629.08,Medium
12723,4,4,622.32,9.42909090909091,51,428,2489.28,Low
12724,5,4,923.41,18.8451020408163,46,439,3693.64,Low
12725,371,1,371.8,16.1652173913044,23,162,371.8,Very High
12726,28,7,2344.38,20.7467256637168,54,2796,16410.66,Low
12727,11,7,3431.34,26.3949230769231,107,1964,24019.38,Low
12728,71,4,713.38,17.399512195122,36,412,2853.52,Medium
12729,114,1,417.01,16.6804,25,231,417.01,High
12731,24,12,15010.65,60.0426,102,6903,180127.8,Low
12732,180,1,218.26,19.8418181818182,11,110,218.26,High
12733,234,1,383.95,17.4522727272727,22,137,383.95,Very High
12734,353,1,110.4,27.6,4,88,110.4,Very High
12735,315,2,628.77,16.5465789473684,35,359,1257.54,Very High
12736,333,1,144,48,3,168,144,Very High
12738,372,1,137.35,13.735,10,147,137.35,Very High
12739,99,1,706.44,20.7776470588235,34,467,706.44,High
12740,64,1,427.6,15.837037037037,27,342,427.6,Medium
12743,134,2,517.95,4.046484375,111,289,1035.9,High
12744,56,4,8590.73,41.702572815534,171,4657,34362.92,Medium
12747,2,11,4165.11,41.2387128712871,40,1273,45816.21,Low
12748,1,203,28261.54,6.63260736916217,1707,19484,5737092.62,Low
12749,4,5,4010.98,20.3603045685279,158,1468,20054.9,Low
12750,129,1,275.88,18.392,15,137,275.88,High
12752,81,1,4366.78,82.3920754716981,53,2262,4366.78,Medium
12753,23,6,20380.77,106.705602094241,129,10635,122284.62,Low
12754,236,3,427.38,8.38,49,241,1282.14,Very High
12755,281,1,17.55,5.85,3,3,17.55,Very High
12756,87,1,112.08,28.02,4,144,112.08,Medium
12757,16,8,3993.33,11.3446875,230,2357,31946.64,Low
12758,117,2,2791.59,28.7792783505155,84,2135,5583.18,High
12759,52,3,1343.64,15.0970786516854,78,890,4030.92,Medium
12762,8,2,1702.52,25.4107462686567,61,1220,3405.04,Low
12763,138,2,494.08,27.4488888888889,16,316,988.16,High
12764,317,1,1574.28,36.6111627906977,43,378,1574.28,Very High
12766,4,7,6450.07,21.1477704918033,203,3591,45150.49,Low
12769,239,1,1143.6,35.7375,32,356,1143.6,Very High
12770,211,1,1351.45,112.620833333333,12,743,1351.45,Very High
12772,60,1,752.47,13.9346296296296,54,551,752.47,Medium
12775,17,5,1264.09,21.0681666666667,45,869,6320.45,Low
12778,20,6,655.6,15.6095238095238,37,708,3933.6,Low
12779,38,8,3972.24,26.8394594594595,87,1976,31777.92,Medium
12781,64,2,786.74,32.7808333333333,24,670,1573.48,Medium
12782,5,5,1938.92,19.7848979591837,80,1072,9694.6,Low
12783,2,4,1278.04,16.8163157894737,72,586,5112.16,Low
12784,15,1,476.82,8.51464285714286,53,278,476.82,Low
12785,364,1,239,19.9166666666667,12,128,239,Very High
12787,10,3,418.66,24.6270588235294,16,258,1255.98,Low
12790,192,1,294.92,14.746,20,164,294.92,Very High
12791,374,1,177.6,177.6,1,96,177.6,Very High
12792,257,1,329.59,14.33,23,214,329.59,Very High
12793,335,2,461.48,20.9763636363636,20,292,922.96,Very High
12794,53,2,857.53,19.4893181818182,42,568,1715.06,Medium
12795,19,1,318.48,24.4984615384615,13,64,318.48,Low
12797,366,1,226.03,18.8358333333333,12,117,226.03,Very High
12798,171,1,69.12,69.12,1,96,69.12,High
12802,187,1,397.58,16.5658333333333,24,312,397.58,Very High
12808,37,3,455.65,16.8759259259259,26,187,1366.95,Medium
12809,178,1,405.31,16.8879166666667,24,217,405.31,High
12811,262,2,458.85,16.3875,26,227,917.7,Very High
12812,45,1,229.64,15.3093333333333,15,164,229.64,Medium
12814,102,1,85.92,85.92,1,48,85.92,High
12815,148,2,863.46,19.188,37,374,1726.92,High
12816,96,2,395.3,15.812,24,123,790.6,High
12817,281,1,126.04,42.0133333333333,3,52,126.04,Very High
12818,262,1,267.6,38.2285714285714,7,96,267.6,Very High
12820,3,4,942.34,15.9718644067797,55,722,3769.36,Low
12821,214,1,92.72,15.4533333333333,6,70,92.72,Very High
12822,71,2,918.98,20.4217777777778,40,548,1837.96,Medium
12823,75,5,1759.5,351.9,1,230,8797.5,Medium
12824,60,1,397.12,15.8848,25,232,397.12,Medium
12826,3,7,1465.6,16.4674157303371,56,1010,10259.2,Low
12827,6,3,430.15,17.206,19,197,1290.45,Low
12828,3,6,1001.76,18.2138181818182,45,493,6010.56,Low
12829,337,2,60.3,15.075,4,10,120.6,Very High
12830,91,4,1961.12,196.112,4,776,7844.48,High
12831,262,1,215.05,23.8944444444444,9,135,215.05,Very High
12832,32,2,383.03,14.1862962962963,27,195,766.06,Medium
12833,145,1,402.43,17.4969565217391,23,155,402.43,High
12834,283,1,312.38,17.3544444444444,18,110,312.38,Very High
12836,59,4,2381.06,14.2578443113772,143,1048,9524.24,Medium
12837,173,1,117.15,10.65,11,23,117.15,High
12838,34,2,655,5.50420168067227,114,354,1310,Medium
12839,3,14,5591.42,17.8070700636943,95,3807,78279.88,Low
12840,144,4,2726.77,24.1307079646018,67,1511,10907.08,High
12841,5,25,3897.71,9.55321078431373,224,2667,97442.75,Low
12842,70,2,1053.99,31.9390909090909,33,546,2107.98,Medium
12843,66,8,1672.36,16.3956862745098,68,779,13378.88,Medium
12844,29,2,325.96,6.26846153846154,47,125,651.92,Low
12845,267,3,145.29,5.58807692307692,25,60,435.87,Very High
12847,22,1,830.72,10.5154430379747,68,805,830.72,Low
12849,31,2,992.65,21.579347826087,46,579,1985.3,Medium
12851,97,1,111.5,2.7875,37,87,111.5,High
12852,295,1,311.55,18.3264705882353,17,149,311.55,Very High
12853,135,6,1957.1,25.0910256410256,66,800,11742.6,High
12854,79,3,1316.25,12.0756880733945,95,626,3948.75,Medium
12855,373,1,38.1,12.7,3,30,38.1,Very High
12856,8,6,2167.9,6.99322580645161,154,1052,13007.4,Low
12857,211,2,1106.4,24.0521739130435,37,343,2212.8,Very High
12863,52,1,521.2,104.24,5,188,521.2,Medium
12864,138,1,27.6,13.8,2,72,27.6,High
12865,26,2,1443.82,16.2226966292135,82,870,2887.64,Low
12866,283,1,499.12,19.9648,25,167,499.12,Very High
12867,26,7,4009.34,7.50812734082397,240,4284,28065.38,Low
12868,186,6,1607.06,15.0192523364486,72,928,9642.36,Very High
12871,84,2,380.64,34.6036363636364,8,200,761.28,Medium
12872,327,2,599.97,9.09045454545455,58,319,1199.94,Very High
12873,282,1,374,93.5,4,128,374,Very High
12876,58,2,2053.02,24.7351807228916,66,1930,4106.04,Medium
12877,4,12,1512.26,10.1493959731544,95,1053,18147.12,Low
12878,236,2,854.99,18.1912765957447,38,547,1709.98,Very High
12879,45,3,564.1,62.6777777777778,6,322,1692.3,Medium
12881,276,1,103,17.1666666666667,6,20,103,Very High
12882,9,2,1463.04,112.541538461538,12,246,2926.08,Low
12883,25,4,671.57,16.78925,37,194,2686.28,Low
12884,88,1,139.05,23.175,6,41,139.05,Medium
12885,63,3,1109.42,16.5585074626866,63,651,3328.26,Medium
12886,68,2,1378.4,16.809756097561,75,770,2756.8,Medium
12888,214,2,354.12,70.824,4,76,708.24,Very High
12890,24,1,369.88,4.74205128205128,77,220,369.88,Low
12891,293,1,42,42,1,100,42,Very High
12893,31,1,176.55,5.69516129032258,27,90,176.55,Medium
12895,42,2,372.8,16.9454545454545,22,210,745.6,Medium
12897,205,2,216.5,54.125,3,110,433,Very High
12901,10,18,3568.92,40.1002247191011,29,2768,64240.56,Low
12902,265,1,104.78,13.0975,8,64,104.78,Very High
12904,18,2,496.06,6.98676056338028,59,294,992.12,Low
12906,12,5,2784.13,44.9053225806452,54,1621,13920.65,Low
12909,40,5,1682.6,20.0309523809524,72,1096,8413,Medium
12910,23,8,3075.04,41.0005333333333,48,1692,24600.32,Low
12912,3,5,1662.3,69.2625,17,670,8311.5,Low
12913,5,5,2453.63,51.1172916666667,36,1417,12268.15,Low
12915,149,2,363.65,16.5295454545455,19,93,727.3,High
12916,139,4,2944.95,28.5917475728155,53,1083,11779.8,High
12917,128,1,594,297,2,120,594,High
12919,8,6,1335.19,26.7038,34,673,8011.14,Low
12920,17,1,128.88,5.1552,25,126,128.88,Low
12921,9,37,16587.09,23.037625,233,9526,613722.33,Low
12922,161,1,405.38,14.4778571428571,28,370,405.38,High
12923,64,1,169.89,6.7956,25,59,169.89,Medium
12924,88,4,773.11,27.6110714285714,20,336,3092.44,Medium
12925,5,2,679.05,15.4329545454545,41,540,1358.1,Low
12928,35,5,2028.14,24.435421686747,58,1184,10140.7,Medium
12929,312,1,87.95,14.6583333333333,6,35,87.95,Very High
12930,78,2,415.8,16.632,20,252,831.6,Medium
12931,30,9,2661.26,147.847777777778,15,1198,23951.34,Low
12933,24,3,603.15,5.79951923076923,100,397,1809.45,Low
12935,2,7,2160.7,16.7496124031008,80,1853,15124.9,Low
12936,17,4,1063.9,17.1596774193548,56,559,4255.6,Low
12937,15,4,1504.27,12.5355833333333,81,1007,6017.08,Low
12938,26,1,114.14,12.6822222222222,9,140,114.14,Low
